Composer;Life Time;Opus;Nr. in Opus;Movement Number;Year;Key;Title;url
Johann Sebastian Bach;1685-1750;BWV 12;COM;2-7;"1714; 1724 (Revised) (in G minor)";F-Dorisch;"Cantata ""Weinen, Klagen, Sorgen, Zagen"" - Chorus (alto): Weinen, Klagen, Sorgen, Zagen";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV12_COM_2-7_CantataWei_004_00073.xml
Johann Sebastian Bach;1685-1750;BWV 12;COM;3-7;"1714; 1724 (Revised) (in G minor)";C minor;"Cantata ""Weinen, Klagen, Sorgen, Zagen"" - Recitative (alto): Wir müssen durch viel Trübsal";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV12_COM_3-7_CantataWei_004_00074.xml
Johann Sebastian Bach;1685-1750;BWV 12;COM;4-7;"1714; 1724 (Revised) (in G minor)";C minor;"Cantata ""Weinen, Klagen, Sorgen, Zagen"" - Aria (alto): Kreuz und Kronen sind verbunden";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV12_COM_4-7_CantataWei_004_00075.xml
Johann Sebastian Bach;1685-1750;BWV 12;COM;5-7;"1714; 1724 (Revised) (in G minor)";E-flat major;"Cantata ""Weinen, Klagen, Sorgen, Zagen"" - Aria (bass): Ich folge Christo nach";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV12_COM_5-7_CantataWei_004_00076.xml
Johann Sebastian Bach;1685-1750;BWV 12;COM;6-7;"1714; 1724 (Revised) (in G minor)";G minor;"Cantata ""Weinen, Klagen, Sorgen, Zagen"" - Aria (alto): Sei getreu, alle Pein";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV12_COM_6-7_CantataWei_004_00077.xml
Johann Sebastian Bach;1685-1750;BWV 12;COM;7-7;"1714; 1724 (Revised) (in G minor)";B-sharp major;"Cantata ""Weinen, Klagen, Sorgen, Zagen"" - Chorale: Was Gott tut, das ist wohlgetan";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV12_COM_7-7_CantataWei_004_00078.xml
Johann Sebastian Bach;1685-1750;BWV 13;COM;1+2-6;1726;D minor;"Cantata ""Meine Seufzer, meine Tränen"" - Aria (tenor): Meine Seufzer, meine Tränen & Recitative (alto): Mein liebster Gott lässt mich annoch";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV13_COM_1+2-6_CantataMei_004_00079.xml
Johann Sebastian Bach;1685-1750;BWV 13;COM;3+4-6;1726;F major;"Cantata ""Meine Seufzer, meine Tränen"" - Chorale (alto): Der Gott, der mir hat versprochen & Recitative (soprano): Mein Kummer nimmet zu";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV13_COM_3+4-6_CantataMei_004_00080.xml
Johann Sebastian Bach;1685-1750;BWV 13;COM;5-6;1726;G minor;"Cantata ""Meine Seufzer, meine Tränen"" - Aria (bass): Ächzen und erbärmlich Weinen";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV13_COM_5-6_CantataMei_004_00081.xml
Johann Sebastian Bach;1685-1750;BWV 13;COM;6-6;1726;B-sharp major;"Cantata ""Meine Seufzer, meine Tränen"" - Chorale: So sei nun, Seele, deine";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV13_COM_6-6_CantataMei_004_00082.xml
Johann Sebastian Bach;1685-1750;BWV 14;COM;1-5;1735;G minor;"Cantata ""Wär Gott nicht mit uns diese Zeit"" - Chorus: Wär Gott nicht mit uns diese Zeit";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV14_COM_1-5_CantataWae_004_00083.xml
Johann Sebastian Bach;1685-1750;BWV 14;COM;2-5;1735;G minor;"Cantata ""Wär Gott nicht mit uns diese Zeit"" - Aria (soprano): Unsre Stärke heißt zu schwach";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV14_COM_2-5_CantataWae_004_00084.xml
Johann Sebastian Bach;1685-1750;BWV 14;COM;3+4-5;1735;G minor;"Cantata ""Wär Gott nicht mit uns diese Zeit"" - Recitativo (tenor): Ja, hätt es Gott nur zugegeben & Aria (bass): Gott, bei deinem starken Schützen";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV14_COM_3+4-5_CantataWae_004_00085.xml
Johann Sebastian Bach;1685-1750;BWV 14;COM;5-5;1735;G minor;"Cantata ""Wär Gott nicht mit uns diese Zeit"" - Chorale: Gott Lob und Dank, der nicht zugab";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV14_COM_5-5_CantataWae_004_00086.xml
Johann Sebastian Bach;1685-1750;BWV 15;1-2;1-5;1710 ?;C major;"Cantata ""Denn du wirst meine Seele nicht in der Hölle lassen"" - Arioso (bass): Denn du wirst meine Seele nicht in der Hölle lassen";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV15_1-2_1-5_CantataDen_004_00087.xml
Johann Sebastian Bach;1685-1750;BWV 15;1-2;2+3-5;1710 ?;C major;"Cantata ""Denn du wirst meine Seele nicht in der Hölle lassen"" - Recitativo (soprano): Mein Jesus ware tot & Duetto Aria (soprano, alto): Weichet, weichet, Furcht und Schrecken";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV15_1-2_2+3-5_CantataDen_004_00088.xml
Johann Sebastian Bach;1685-1750;BWV 15;1-2;4-5;1710 ?;C major;"Cantata ""Denn du wirst meine Seele nicht in der Hölle lassen"" - Aria (tenor): Entsetzet euch nicht";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV15_1-2_4-5_CantataDen_004_00089.xml
Johann Sebastian Bach;1685-1750;BWV 15;1-2;5-5;1710 ?;C major;"Cantata ""Denn du wirst meine Seele nicht in der Hölle lassen"" - Aria (soprano): Auf, freue dich, Seele, du bist nun getröst'";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV15_1-2_5-5_CantataDen_004_00090.xml
Johann Sebastian Bach;1685-1750;BWV 15;2-2;1-5;1710 ?;C major;"Cantata ""Denn du wirst meine Seele nicht in der Hölle lassen"" - Terzetto (soprano, tenor, bass): Wo bleibet dein Rasen du höllischer Hund";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV15_2-2_1-5_CantataDen_004_00091.xml
Johann Sebastian Bach;1685-1750;BWV 15;2-2;2-5;1710 ?;C major;"Cantata ""Denn du wirst meine Seele nicht in der Hölle lassen"" - Duetto Aria (soprano, alto): Ihr klaget mit Seufzen, ich jauchze mit Schall";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV15_2-2_2-5_CantataDen_004_00092.xml
Johann Sebastian Bach;1685-1750;BWV 15;2-2;3+4+5-5;1710 ?;C major;"Cantata ""Denn du wirst meine Seele nicht in der Hölle lassen"" - Sonata (Instrumental) & Quartet Recitativo (tenor, bass): Drum danket dem Höchsten, dem Störer des Krieges & Chorale: Weil du vom Tod erstanden bist";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV15_2-2_3+4+5-5_CantataDen_004_00093.xml
Johann Sebastian Bach;1685-1750;BWV 16;COM;1-6;1726;A minor;"Cantata ""Herr Gott, dich loben wir"" - Chorus: Herr Gott, dich loben wir";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV16_COM_1-6_CantataHer_004_00094.xml
Johann Sebastian Bach;1685-1750;BWV 16;COM;2-6;1726;C major;"Cantata ""Herr Gott, dich loben wir"" - Recitative (Bass): So stimmen wir";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV16_COM_2-6_CantataHer_004_00095.xml
Johann Sebastian Bach;1685-1750;BWV 16;COM;3-6;1726;C major;"Cantata ""Herr Gott, dich loben wir"" - Aria (Bass) & Chorus: Laßt uns jauchzen, lasst uns freuen";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV16_COM_3-6_CantataHer_004_00096.xml
Johann Sebastian Bach;1685-1750;BWV 16;COM;4-6;1726;E minor;"Cantata ""Herr Gott, dich loben wir"" - Recitative (Alto): Ach treuer Hort";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV16_COM_4-6_CantataHer_004_00097.xml
Johann Sebastian Bach;1685-1750;BWV 16;COM;5-6;1726;F minor;"Cantata ""Herr Gott, dich loben wir"" - Aria (Tenor): Geliebter Jesu, du allein";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV16_COM_5-6_CantataHer_004_00098.xml
Johann Sebastian Bach;1685-1750;BWV 16;COM;6-6;1726;A minor;"Cantata ""Herr Gott, dich loben wir"" - Chorale: All solch dein Güt wir preisen";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV16_COM_6-6_CantataHer_004_00099.xml
Johann Sebastian Bach;1685-1750;BWV 17;1-2;1-3;1726;A major;"Cantata ""Wer Dank opfert, der preiset mich"" - Chorus: Wer Dank opfert, der preiset mich";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV17_1-2_1-3_CantataWer_004_00100.xml
Johann Sebastian Bach;1685-1750;BWV 17;1-2;2-3;1726;A major;"Cantata ""Wer Dank opfert, der preiset mich"" - Recitativo (alto): Es muss die ganze Welt ein stummer Zeuge werden";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV17_1-2_2-3_CantataWer_004_00101.xml
Johann Sebastian Bach;1685-1750;BWV 17;1-2;3-3;1726;E major;"Cantata ""Wer Dank opfert, der preiset mich"" -  Aria (soprano): Herr, deine Güte reicht, so weit der Himmel ist";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV17_1-2_3-3_CantataWer_004_00102.xml
Johann Sebastian Bach;1685-1750;BWV 17;2-2;1+2-4;1726;A major;"Cantata ""Wer Dank opfert, der preiset mich"" - Recitativo (tenor): Einer aber unter ihnen, da er sahe & Aria (tenor): Welch Übermaß der Güte schenkst du mir";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV17_2-2_1+2-4_CantataWer_004_00103.xml
Johann Sebastian Bach;1685-1750;BWV 17;2-2;3-4;1726;B minor;"Cantata ""Wer Dank opfert, der preiset mich"" - Recitativo (bass): Sieh meinen Willen an, ich kenne, was ich bin";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV17_2-2_3-4_CantataWer_004_00104.xml
Johann Sebastian Bach;1685-1750;BWV 17;2-2;4-4;1726;A major;"Cantata ""Wer Dank opfert, der preiset mich"" - Chorale: Wie sich ein Vater erbarmet";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV17_2-2_4-4_CantataWer_004_00105.xml
Johann Sebastian Bach;1685-1750;BWV 18;COM;1-5;1713-14;G minor;"Cantata ""Gleichwie der Regen und Schnee vom Himmel fällt"" - Sinfonia";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV18_COM_1-5_CantataGle_004_00106.xml
Johann Sebastian Bach;1685-1750;BWV 18;COM;2-5;1713-16;G minor;"Cantata ""Gleichwie der Regen und Schnee vom Himmel fällt"" - Recitativo (soprano): Gleichwie der Regen und Schnee vom Himmel fällt";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV18_COM_2-5_CantataGle_004_00107.xml
Johann Sebastian Bach;1685-1750;BWV 18;COM;3-5;1713-18;G minor;"Cantata ""Gleichwie der Regen und Schnee vom Himmel fällt"" - Recitativo & Chorale (tenor, bass): Mein Gott, hier wird mein Herze sein";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV18_COM_3-5_CantataGle_004_00108.xml
Johann Sebastian Bach;1685-1750;BWV 18;COM;4-5;1713-20;G minor;"Cantata ""Gleichwie der Regen und Schnee vom Himmel fällt"" - Aria (soprano): Mein Seelenschatz ist Gottes Wort";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV18_COM_4-5_CantataGle_004_00109.xml
Johann Sebastian Bach;1685-1750;BWV 18;COM;5-5;1713-22;G minor;"Cantata ""Gleichwie der Regen und Schnee vom Himmel fällt"" - Chorale: Ich bitt, o Herr, aus Herzens Grund";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV18_COM_5-5_CantataGle_004_00110.xml
Johann Sebastian Bach;1685-1750;BWV 19;COM;1-7;1726;C major;"Cantata ""Es erhub sich ein Streit"" - Chorus: Es erhub sich ein Streit";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV19_COM_1-7_CantataEse_004_00111.xml
Johann Sebastian Bach;1685-1750;BWV 19;COM;2+3-7;1726;C major;"Cantata ""Es erhub sich ein Streit"" - Recitativo (bass): Gottlob! der Drache lieg & Aria (soprano): Gott schickt uns Mahanaim zu";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV19_COM_2+3-7_CantataEse_004_00112.xml
Johann Sebastian Bach;1685-1750;BWV 19;COM;4-7;1726;G major;"Cantata ""Es erhub sich ein Streit"" - Recitativo (tenor): Was ist der schnöde Mensch, das Erdenkind?";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV19_COM_4-7_CantataEse_004_00113.xml
Johann Sebastian Bach;1685-1750;BWV 19;COM;5+6-7;1726;G major;"Cantata ""Es erhub sich ein Streit"" - Aria and Chorale (tenor): Bleibt, ihr Engel, bleibt bei mir! & Recitativo (soprano): Laßt uns das Angesicht";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV19_COM_5+6-7_CantataEse_004_00114.xml
Johann Sebastian Bach;1685-1750;BWV 19;COM;7-7;1726;C major;"Cantata ""Es erhub sich ein Streit"" - Chorale: Laß dein' Engel mit mir fahren";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV19_COM_7-7_CantataEse_004_00115.xml
Johann Sebastian Bach;1685-1750;BWV 20;1-2;1-7;1724;F major;"Cantata ""O Ewigkeit, du Donnerwort"" - Coro: O Ewigkeit, du Donnerwort";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV20_1-2_1-7_CantataOEw_004_00116.xml
Johann Sebastian Bach;1685-1750;BWV 20;1-2;2-7;1724;F major;"Cantata ""O Ewigkeit, du Donnerwort"" - Recitativo (tenor): Kein Unglück ist in aller Welt zu finden";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV20_1-2_2-7_CantataOEw_004_00117.xml
Johann Sebastian Bach;1685-1750;BWV 20;1-2;3-7;1724;F major;"Cantata ""O Ewigkeit, du Donnerwort"" - Aria (tenor): Ewigkeit, du machst mir bange";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV20_1-2_3-7_CantataOEw_004_00118.xml
Johann Sebastian Bach;1685-1750;BWV 20;1-2;4-7;1724;F major;"Cantata ""O Ewigkeit, du Donnerwort"" - Recitativo (bass): Gesetzt, es dau'rte der Verdammten Qual";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV20_1-2_4-7_CantataOEw_004_00119.xml
Johann Sebastian Bach;1685-1750;BWV 20;1-2;5-7;1724;F major;"Cantata ""O Ewigkeit, du Donnerwort"" - Aria (bass): Gott ist gerecht in seinen Werken";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV20_1-2_5-7_CantataOEw_004_00120.xml
Johann Sebastian Bach;1685-1750;BWV 20;1-2;6-7;1724;F major;"Cantata ""O Ewigkeit, du Donnerwort"" - Aria (alto): O Mensch, errette deine Seele";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV20_1-2_6-7_CantataOEw_004_00121.xml
Johann Sebastian Bach;1685-1750;BWV 20;1-2;7-7;1724;F major;"Cantata ""O Ewigkeit, du Donnerwort"" - Chorale: Solang ein Gott im Himmel lebt";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV20_1-2_7-7_CantataOEw_004_00122.xml
Johann Sebastian Bach;1685-1750;BWV 20;2-2;1-4;1724;F major;"Cantata ""O Ewigkeit, du Donnerwort"" - Aria (bass): Wacht auf, wacht auf, verlornen Schafe";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV20_2-2_1-4_CantataOEw_004_00123.xml
Johann Sebastian Bach;1685-1750;BWV 20;2-2;2-4;1724;F major;"Cantata ""O Ewigkeit, du Donnerwort"" - Recitativo (alto): Verlass, o Mensch, die Wollust dieser Welt";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV20_2-2_2-4_CantataOEw_004_00124.xml
Johann Sebastian Bach;1685-1750;BWV 20;2-2;3-4;1724;F major;"Cantata ""O Ewigkeit, du Donnerwort"" - Aria (aria, tenor): O Menschenkind";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV20_2-2_3-4_CantataOEw_004_00125.xml
Johann Sebastian Bach;1685-1750;BWV 20;2-2;4-4;1724;F major;"Cantata ""O Ewigkeit, du Donnerwort"" - Chorale: O Ewigkeit, du Donnerwort";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV20_2-2_4-4_CantataOEw_004_00126.xml
Johann Sebastian Bach;1685-1750;BWV 21;1-2;1-6;1713-23;;"Cantata ""Ich hatte viel Bekümmernis"" - Sinfonia";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV21_1-2_1-6_CantataIch_004_00127.xml
Johann Sebastian Bach;1685-1750;BWV 21;1-2;2-6;1713-23;;"Cantata ""Ich hatte viel Bekümmernis"" - Chorus: Ich hatte viel Bekümmernis in meinem Herzen";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV21_1-2_2-6_CantataIch_004_00128.xml
Johann Sebastian Bach;1685-1750;BWV 21;1-2;3-6;1713-23;;"Cantata ""Ich hatte viel Bekümmernis"" - Aria (Soprano): Seufzer, Tränen, Kummer, Not";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV21_1-2_3-6_CantataIch_004_00129.xml
Johann Sebastian Bach;1685-1750;BWV 21;1-2;4-6;1713-23;;"Cantata ""Ich hatte viel Bekümmernis"" - Recitativo (Tenor): Wie hast du dich, mein Gott";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV21_1-2_4-6_CantataIch_004_00130.xml
Johann Sebastian Bach;1685-1750;BWV 21;1-2;5-6;1713-23;;"Cantata ""Ich hatte viel Bekümmernis"" - Aria (Tenor): Bäche von gesalznen Zähren";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV21_1-2_5-6_CantataIch_004_00131.xml
Johann Sebastian Bach;1685-1750;BWV 21;1-2;6-6;1713-23;;"Cantata ""Ich hatte viel Bekümmernis"" - Chorus: Was betrübst du dich, meine Seele";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV21_1-2_6-6_CantataIch_004_00132.xml
Johann Sebastian Bach;1685-1750;BWV 21;2-2;1-5;1713-23;;"Cantata ""Ich hatte viel Bekümmernis"" - Recitativo (Soprano, Bass): Ach Jesu, meine Ruh";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV21_2-2_1-5_CantataIch_004_00133.xml
Johann Sebastian Bach;1685-1750;BWV 21;2-2;2-5;1713-23;;"Cantata ""Ich hatte viel Bekümmernis"" - Aria (Duet, Soprano, Bass): Komm, mein Jesu, und erquicke; Ja, ich komme und erquicke";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV21_2-2_2-5_CantataIch_004_00134.xml
Johann Sebastian Bach;1685-1750;BWV 21;2-2;3-5;1713-23;;"Cantata ""Ich hatte viel Bekümmernis"" - Chorus [+Chorale]: Sei nun wieder zufrieden, meine Seele";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV21_2-2_3-5_CantataIch_004_00135.xml
Johann Sebastian Bach;1685-1750;BWV 21;2-2;4-5;1713-23;;"Cantata ""Ich hatte viel Bekümmernis"" - Aria (Tenor): Erfreue dich, Seele, erfreue dich, Herze";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV21_2-2_4-5_CantataIch_004_00136.xml
Johann Sebastian Bach;1685-1750;BWV 21;2-2;5-5;1713-23;;"Cantata ""Ich hatte viel Bekümmernis"" - Chorus: Das Lamm, das erwürget ist";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV21_2-2_5-5_CantataIch_004_00137.xml
Johann Sebastian Bach;1685-1750;BWV 22;COM;1-5;1723;G minor;"Cantata ""Jesus nahm zu sich die Zwölfe"" - Arioso and Chorus (tenor, bass): Jesus nahm zu sich die Zwölfe und sprach";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV22_COM_1-5_CantataJes_004_00138.xml
Johann Sebastian Bach;1685-1750;BWV 22;COM;2-5;1723;C minor;"Cantata ""Jesus nahm zu sich die Zwölfe"" - Aria (alto): Mein Jesu, ziehe mich nach dir";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV22_COM_2-5_CantataJes_004_00139.xml
Johann Sebastian Bach;1685-1750;BWV 22;COM;3-5;1723;E-flat major/B-sharp major;"Cantata ""Jesus nahm zu sich die Zwölfe"" - Recitativo (bass): Mein Jezu, ziehe mich, so werd ich laufen";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV22_COM_3-5_CantataJes_004_00140.xml
Johann Sebastian Bach;1685-1750;BWV 22;COM;4-5;1723;B-sharp major;"Cantata ""Jesus nahm zu sich die Zwölfe"" - Aria (tenor): Mein alles in allem, mein ewiges Gut";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV22_COM_4-5_CantataJes_004_00141.xml
Johann Sebastian Bach;1685-1750;BWV 22;COM;5-5;1723;B-sharp major;"Cantata ""Jesus nahm zu sich die Zwölfe"" - Chorale: Ertöt uns durch dein Güte";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV22_COM_5-5_CantataJes_004_00142.xml
Johann Sebastian Bach;1685-1750;BWV 23;COM;COM;1717-31 (3 versions)*;;"Cantata ""Du wahrer Gott und Davids Sohn""";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV23_COM_COM_CantataDuw_004_00143.xml
Johann Sebastian Bach;1685-1750;BWV 24;COM;1-6;1723;F major;"Cantata ""Ein ungefärbt Gemüte"" - Aria (alto): Ein ungefärbt Gemüte";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV24_COM_1-6_CantataEin_004_00144.xml
Johann Sebastian Bach;1685-1750;BWV 24;COM;2-6;1723;B-sharp major;"Cantata ""Ein ungefärbt Gemüte"" - Recitativo (6enor): Die Reiclighkeit ist eine den Gottesgaben";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV24_COM_2-6_CantataEin_004_00145.xml
Johann Sebastian Bach;1685-1750;BWV 24;COM;3-6;1723;G minor;"Cantata ""Ein ungefärbt Gemüte"" - Tutti: Alles nun, das ihr wollet";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV24_COM_3-6_CantataEin_004_00146.xml
Johann Sebastian Bach;1685-1750;BWV 24;COM;4-6;1723;F major/C major;"Cantata ""Ein ungefärbt Gemüte"" - Recitativo (bass): Die Heughelei ist ein Brut, die Belial gehecket";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV24_COM_4-6_CantataEin_004_00147.xml
Johann Sebastian Bach;1685-1750;BWV 24;COM;5-6;1723;A minor;"Cantata ""Ein ungefärbt Gemüte"" - Aria (tenor): Treu und Wahrheit sei der Grund";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV24_COM_5-6_CantataEin_004_00148.xml
Johann Sebastian Bach;1685-1750;BWV 24;COM;6-6;1723;F major;"Cantata ""Ein ungefärbt Gemüte"" - Chorale: O Gott, du frommer Gott";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV24_COM_6-6_CantataEin_004_00149.xml
Johann Sebastian Bach;1685-1750;BWV 25;COM;1-6;1723;E minor;"Cantata ""Es ist nichts Gesundes an meinem Leibe"" - Chorus: Es ist nichts Gesundes an meinem Leibe";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV25_COM_1-6_CantataEsi_004_00150.xml
Johann Sebastian Bach;1685-1750;BWV 25;COM;2-6;1723;D minor;"Cantata ""Es ist nichts Gesundes an meinem Leibe"" - Recitativo (tenor): Die ganze Welt ist nur ein Hospital";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV25_COM_2-6_CantataEsi_004_00151.xml
Johann Sebastian Bach;1685-1750;BWV 25;COM;3-6;1723;D minor;"Cantata ""Es ist nichts Gesundes an meinem Leibe"" - Aria (bass): Ach, wo hol ich Armer Rat?";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV25_COM_3-6_CantataEsi_004_00152.xml
Johann Sebastian Bach;1685-1750;BWV 25;COM;4-6;1723;A minor/C major;"Cantata ""Es ist nichts Gesundes an meinem Leibe"" - Recitativo (soprano): O Jesu, lieber Meister";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV25_COM_4-6_CantataEsi_004_00153.xml
Johann Sebastian Bach;1685-1750;BWV 25;COM;5-6;1723;C major;"Cantata ""Es ist nichts Gesundes an meinem Leibe"" - Aria (soprano): Öffne meinen schlechten Liedern";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV25_COM_5-6_CantataEsi_004_00154.xml
Johann Sebastian Bach;1685-1750;BWV 25;COM;6-6;1723;C major;"Cantata ""Es ist nichts Gesundes an meinem Leibe"" - Chorale: Ich will alle meine Tage";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV25_COM_6-6_CantataEsi_004_00155.xml
Johann Sebastian Bach;1685-1750;BWV 26;COM;1-6;1724;A minor;"Cantata ""Ach wie flüchtig, ach wie nichtig"" - Chorale fantasia: Ach wie flüchtig, ach wie nichtig";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV26_COM_1-6_CantataAch_004_00156.xml
Johann Sebastian Bach;1685-1750;BWV 26;COM;2-6;1724;C major;"Cantata ""Ach wie flüchtig, ach wie nichtig"" - Aria (tenor): So schnell ein rauschend Wasser schießt";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV26_COM_2-6_CantataAch_004_00157.xml
Johann Sebastian Bach;1685-1750;BWV 26;COM;3-6;1724;C major/E minor;"Cantata ""Ach wie flüchtig, ach wie nichtig"" - Recitativo (alto): Die Freude wird zur Traurigkeit";https://analyse.hfm-weimar.de/database/04/BaJoSe_BWV26_COM_3-6_CantataAch_004_00158.xml
